"Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Rang_soroll","TOTAL_D","TOTAL_E","TOTAL_N","TOTAL_DEN","TRANSIT_D","TRANSIT_E","TRANSIT_N","TRANSIT_DEN","GI_TR_D","GI_TR_E","GI_TR_N","GI_TR_DEN","FFCC_D","FFCC_E","FFCC_N","FFCC_DEN","INDUST_D","INDUST_E","INDUST_N","INDUST_DEN","VIANANTS_D","VIANANTS_E","OCI_N","PATIS_D","PATIS_E","PARCS_D"
"8","Nou Barris","55","Ciutat Meridiana","65-70 dB","5.92%","4.45%","0.76%","7.13%","6.33%","4.02%","0.68%","7.78%","4.25%","3.23%","0.63%","5.10%","0.42%","0.00%","0.00%","0.54%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","55","Ciutat Meridiana","70-75 dB","1.70%","0.76%","0.00%","3.33%","1.28%","0.76%","0.00%","2.58%","1.07%","0.67%","0.00%","2.46%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","55","Ciutat Meridiana","75-80 dB","0.00%","0.00%","0.00%","0.12%","0.00%","0.00%","0.00%","0.16%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","55","Ciutat Meridiana",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona","<40 dB","7.40%","8.48%","17.62%","1.02%","11.68%","14.14%","23.06%","5.22%","32.70%","33.21%","37.13%","31.83%","38.65%","48.01%","82.89%","30.31%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","96.95%","100.00%","100.00%"
"8","Nou Barris","56","Vallbona","40-45 dB","6.96%","7.90%","17.91%","9.06%","7.90%","8.85%","19.07%","10.01%","3.99%","3.99%","14.00%","2.25%","33.79%","30.38%","12.98%","34.45%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona","45-50 dB","15.37%","17.91%","23.86%","10.80%","16.82%","18.63%","21.25%","10.88%","12.84%","14.58%","13.85%","4.57%","15.95%","11.24%","2.54%","21.39%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona","50-55 dB","23.06%","24.44%","19.94%","21.46%","21.54%","23.06%","15.95%","23.50%","13.92%","15.08%","16.32%","18.71%","9.21%","8.12%","1.59%","10.80%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.05%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona","55-60 dB","20.96%","21.83%","19.58%","23.42%","18.49%","16.39%","19.58%","18.27%","14.94%","16.39%","17.69%","12.62%","1.67%","2.03%","0.00%","1.60%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona","60-65 dB","23.93%","18.64%","1.09%","23.21%","21.25%","18.13%","1.09%","21.25%","19.36%","15.95%","1.01%","19.58%","0.73%","0.22%","0.00%","1.45%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona","65-70 dB","2.25%","0.80%","0.00%","10.88%","2.25%","0.80%","0.00%","10.73%","2.18%","0.80%","0.00%","10.30%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona","70-75 dB","0.07%","0.00%","0.00%","0.15%","0.07%","0.00%","0.00%","0.14%","0.07%","0.00%","0.00%","0.14%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona","75-80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","56","Vallbona",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella","<40 dB","0.03%","0.03%","18.09%","0.02%","0.03%","0.03%","18.44%","0.02%","0.03%","0.02%","42.20%","0.03%","95.14%","95.71%","98.86%","94.02%","100.00%","100.00%","100.00%","100.00%","90.49%","93.36%","100.00%","99.99%","99.99%","100.00%"
"9","Sant Andreu","57","la Trinitat Vella","40-45 dB","0.22%","16.22%","20.85%","0.00%","0.42%","16.69%","20.53%","0.00%","8.59%","38.27%","26.63%","0.00%","3.09%","2.82%","1.14%","3.35%","0.00%","0.00%","0.00%","0.00%","3.79%","3.36%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella","45-50 dB","33.40%","22.28%","15.80%","27.28%","33.71%","22.28%","15.78%","27.48%","55.68%","31.22%","10.31%","56.11%","1.77%","1.47%","0.00%","2.31%","0.00%","0.00%","0.00%","0.00%","5.72%","3.28%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella","50-55 dB","15.23%","16.23%","23.58%","15.79%","15.13%","15.96%","23.57%","15.65%","13.55%","10.14%","7.19%","17.12%","0.00%","0.00%","0.00%","0.32%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella","55-60 dB","21.17%","22.65%","15.33%","16.67%","20.86%","22.46%","15.34%","16.79%","7.49%","7.12%","8.00%","8.98%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.01%","0.01%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella","60-65 dB","21.52%","16.56%","5.69%","26.27%","21.42%","16.57%","5.68%","26.33%","7.55%","7.75%","5.14%","8.41%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella","65-70 dB","6.62%","5.31%","0.66%","10.14%","6.62%","5.29%","0.66%","9.98%","5.70%","4.88%","0.53%","5.83%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella","70-75 dB","1.81%","0.72%","0.00%","3.46%","1.81%","0.72%","0.00%","3.38%","1.41%","0.60%","0.00%","3.20%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella","75-80 dB","0.00%","0.00%","0.00%","0.37%","0.00%","0.00%","0.00%","0.37%","0.00%","0.00%","0.00%","0.32%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","57","la Trinitat Vella",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","58","Baró de Viver","<40 dB","0.00%","0.00%","8.23%","0.00%","0.00%","0.00%","8.27%","0.00%","0.00%","0.99%","36.90%","0.00%","88.22%","89.68%","99.49%","87.32%","97.83%","98.50%","98.50%","97.36%","81.49%","82.40%","100.00%","77.31%","83.85%","100.00%"
"9","Sant Andreu","58","Baró de Viver","40-45 dB","0.00%","6.77%","25.40%","0.00%","6.58%","8.15%","25.48%","2.80%","21.90%","35.25%","25.01%","12.96%","7.92%","7.96%","0.51%","7.68%","0.67%","1.50%","1.50%","0.95%","6.70%","6.97%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","58","Baró de Viver","45-50 dB","7.36%","15.36%","23.95%","4.77%","15.68%","25.25%","23.87%","12.01%","37.34%","26.19%","13.59%","36.87%","3.86%","2.36%","0.00%","5.00%","1.50%","0.00%","0.00%","1.69%","6.10%","10.63%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","58","Baró de Viver","50-55 dB","31.78%","21.66%","24.38%","25.96%","30.13%","24.54%","24.58%","27.77%","14.38%","14.49%","12.25%","17.09%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.71%","0.00%","0.00%","6.54%","0.00%","0.00%"
"9","Sant Andreu","58","Baró de Viver","55-60 dB","17.45%","29.11%","11.66%","28.79%","19.02%","24.65%","11.58%","23.08%","12.68%","10.95%","10.87%","14.49%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","16.07%","16.07%","0.00%"
"9","Sant Andreu","58","Baró de Viver","60-65 dB","35.49%","20.76%","6.38%","27.88%","21.11%","11.19%","6.22%","22.21%","10.67%","12.05%","1.38%","8.51%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.08%","0.08%","0.00%"
"9","Sant Andreu","58","Baró de Viver","65-70 dB","3.98%","6.34%","0.00%","7.72%","3.54%","6.22%","0.00%","7.29%","3.03%","0.08%","0.00%","10.08%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","58","Baró de Viver","70-75 dB","3.94%","0.00%","0.00%","4.88%","3.94%","0.00%","0.00%","4.84%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","58","Baró de Viver","75-80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","58","Baró de Viver",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor","<40 dB","12.51%","18.26%","28.89%","6.21%","15.34%","19.18%","29.22%","8.93%","74.87%","81.00%","88.66%","69.71%","93.47%","93.95%","97.44%","92.66%","89.41%","98.48%","98.48%","85.29%","92.03%","92.22%","100.00%","91.07%","100.00%","100.00%"
"9","Sant Andreu","59","el Bon Pastor","40-45 dB","8.29%","10.19%","15.94%","11.56%","10.74%","9.87%","15.94%","13.80%","12.07%","7.91%","4.70%","14.27%","3.04%","2.81%","1.51%","3.34%","7.61%","1.52%","1.52%","10.28%","0.48%","0.85%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor","45-50 dB","11.91%","15.96%","26.47%","9.43%","13.88%","16.09%","26.51%","10.34%","6.10%","5.48%","4.65%","6.44%","1.57%","1.77%","1.05%","1.69%","2.76%","0.00%","0.00%","4.06%","7.20%","6.93%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor","50-55 dB","24.59%","25.75%","21.05%","22.19%","22.28%","26.43%","20.70%","18.43%","4.90%","3.77%","1.05%","5.59%","1.30%","0.85%","0.00%","1.45%","0.20%","0.00%","0.00%","0.36%","0.29%","0.00%","0.00%","8.93%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor","55-60 dB","27.76%","21.74%","6.70%","29.34%","24.11%","20.43%","6.68%","27.51%","1.07%","0.99%","0.83%","2.38%","0.62%","0.62%","0.00%","0.86%","0.02%","0.00%","0.00%","0.01%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor","60-65 dB","13.46%","7.13%","0.95%","18.56%","12.21%","7.03%","0.95%","18.30%","0.61%","0.75%","0.11%","0.97%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor","65-70 dB","1.37%","0.97%","0.00%","2.12%","1.33%","0.97%","0.00%","2.10%","0.38%","0.10%","0.00%","0.62%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor","70-75 dB","0.11%","0.00%","0.00%","0.59%","0.11%","0.00%","0.00%","0.59%","0.00%","0.00%","0.00%","0.02%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor","75-80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","59","el Bon Pastor",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","60","Sant Andreu","<40 dB","2.46%","12.80%","31.72%","0.11%","4.91%","15.08%","31.87%","1.84%","62.64%","67.51%","77.80%","57.96%","90.76%","91.18%","95.10%","89.85%","100.00%","100.00%","100.00%","100.00%","88.45%","89.55%","95.54%","90.27%","96.27%","100.00%"
"9","Sant Andreu","60","Sant Andreu","40-45 dB","19.81%","15.32%","11.67%","17.92%","22.81%","16.48%","12.10%","21.47%","11.96%","10.17%","8.12%","13.16%","2.57%","2.83%","2.40%","2.79%","0.00%","0.00%","0.00%","0.00%","4.59%","6.72%","0.89%","0.00%","0.00%","0.00%"
"9","Sant Andreu","60","Sant Andreu","45-50 dB","8.81%","10.93%","12.20%","9.41%","13.16%","12.25%","11.94%","12.05%","10.57%","8.63%","4.53%","10.24%","2.61%","2.38%","1.71%","2.81%","0.00%","0.00%","0.00%","0.00%","6.06%","3.65%","0.88%","0.00%","0.00%","0.00%"
"9","Sant Andreu","60","Sant Andreu","50-55 dB","11.84%","12.03%","15.45%","14.22%","9.58%","11.72%","15.36%","11.41%","4.77%","4.60%","2.66%","6.46%","2.37%","2.15%","0.63%","2.42%","0.00%","0.00%","0.00%","0.00%","0.89%","0.08%","2.68%","5.83%","0.00%","0.00%"
"9","Sant Andreu","60","Sant Andreu","55-60 dB","20.60%","17.84%","14.90%","16.89%","15.20%","15.36%","15.31%","13.77%","2.62%","2.25%","2.32%","3.91%","1.12%","0.93%","0.14%","1.48%","0.00%","0.00%","0.00%","0.00%","0.01%","0.00%","0.01%","2.63%","2.46%","0.00%"
"9","Sant Andreu","60","Sant Andreu","60-65 dB","15.90%","16.07%","11.40%","16.58%","14.10%","14.49%","10.76%","15.40%","2.41%","2.28%","2.33%","2.23%","0.53%","0.50%","0.02%","0.60%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.27%","1.27%","0.00%"
"9","Sant Andreu","60","Sant Andreu","65-70 dB","16.68%","12.34%","2.66%","17.84%","16.34%","11.95%","2.66%","17.05%","1.81%","2.36%","2.24%","2.04%","0.04%","0.03%","0.00%","0.05%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","60","Sant Andreu","70-75 dB","3.90%","2.67%","0.00%","5.37%","3.90%","2.67%","0.00%","5.35%","3.22%","2.20%","0.00%","3.20%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","60","Sant Andreu","75-80 dB","0.00%","0.00%","0.00%","1.66%","0.00%","0.00%","0.00%","1.66%","0.00%","0.00%","0.00%","0.80%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","60","Sant Andreu",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","61","la Sagrera","<40 dB","0.07%","0.44%","23.83%","0.06%","0.07%","1.13%","24.56%","0.07%","34.52%","44.30%","65.35%","27.99%","92.67%","93.54%","97.43%","92.01%","100.00%","100.00%","100.00%","100.00%","90.95%","91.89%","96.96%","90.57%","96.97%","100.00%"
"9","Sant Andreu","61","la Sagrera","40-45 dB","11.63%","21.26%","10.24%","5.32%","13.03%","22.60%","10.04%","7.04%","22.57%","20.81%","5.02%","23.34%","3.44%","3.04%","2.44%","3.31%","0.00%","0.00%","0.00%","0.00%","2.25%","3.32%","1.31%","0.00%","0.00%","0.00%"
"9","Sant Andreu","61","la Sagrera","45-50 dB","13.91%","8.83%","8.77%","18.89%","19.29%","10.87%","8.61%","23.50%","12.00%","5.25%","6.33%","16.04%","2.97%","2.87%","0.12%","2.72%","0.00%","0.00%","0.00%","0.00%","4.19%","3.11%","0.57%","0.00%","0.00%","0.00%"
"9","Sant Andreu","61","la Sagrera","50-55 dB","6.27%","8.73%","15.72%","7.91%","6.67%","8.02%","15.48%","5.94%","5.93%","6.35%","5.70%","5.50%","0.80%","0.48%","0.01%","1.83%","0.00%","0.00%","0.00%","0.00%","2.61%","1.65%","1.16%","6.40%","0.00%","0.00%"
"9","Sant Andreu","61","la Sagrera","55-60 dB","19.39%","17.60%","18.14%","14.33%","14.04%","15.55%","18.06%","11.81%","4.97%","5.42%","6.34%","5.57%","0.11%","0.07%","0.00%","0.13%","0.00%","0.00%","0.00%","0.00%","0.00%","0.03%","0.00%","1.87%","1.87%","0.00%"
"9","Sant Andreu","61","la Sagrera","60-65 dB","18.72%","19.29%","21.86%","19.38%","16.98%","18.04%","22.01%","17.67%","6.74%","6.41%","10.65%","7.29%","0.01%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.16%","1.16%","0.00%"
"9","Sant Andreu","61","la Sagrera","65-70 dB","19.77%","20.03%","1.44%","15.57%","19.68%","19.97%","1.24%","15.52%","6.15%","8.55%","0.61%","4.88%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","61","la Sagrera","70-75 dB","10.24%","3.82%","0.00%","18.54%","10.24%","3.82%","0.00%","18.45%","7.12%","2.91%","0.00%","9.39%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","61","la Sagrera","75-80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","61","la Sagrera",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians","<40 dB","0.18%","0.32%","36.97%","0.18%","0.18%","0.68%","36.97%","0.18%","62.01%","68.84%","83.91%","52.46%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","88.69%","90.60%","100.00%","90.25%","94.88%","100.00%"
"9","Sant Andreu","62","el Congrés i els Indians","40-45 dB","20.15%","32.43%","8.77%","10.30%","25.91%","35.68%","8.77%","14.10%","19.23%","15.07%","4.73%","22.10%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.63%","3.64%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians","45-50 dB","14.14%","8.01%","11.17%","21.91%","16.98%","9.11%","11.17%","26.12%","6.07%","4.70%","3.30%","10.81%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.39%","2.96%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians","50-55 dB","10.97%","9.35%","16.78%","11.09%","8.45%","10.73%","16.78%","8.23%","3.67%","3.27%","1.54%","4.53%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","4.29%","2.80%","0.00%","4.63%","0.00%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians","55-60 dB","20.10%","21.40%","13.39%","17.06%","16.43%","17.06%","13.39%","14.16%","2.06%","1.56%","1.99%","2.65%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","4.00%","4.00%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians","60-65 dB","16.96%","14.79%","12.27%","17.20%","14.55%","13.07%","12.27%","14.96%","1.56%","2.01%","4.51%","1.49%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.12%","1.12%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians","65-70 dB","11.77%","12.93%","0.65%","14.15%","11.77%","12.90%","0.65%","14.02%","1.86%","4.50%","0.02%","1.87%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians","70-75 dB","5.73%","0.77%","0.00%","8.05%","5.73%","0.77%","0.00%","8.17%","3.54%","0.05%","0.00%","4.09%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians","75-80 dB","0.00%","0.00%","0.00%","0.06%","0.00%","0.00%","0.00%","0.06%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","62","el Congrés i els Indians",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","63","Navas","<40 dB","0.05%","0.04%","30.11%","0.05%","0.04%","0.05%","30.22%","0.04%","26.05%","37.34%","62.20%","12.18%","94.77%","95.39%","97.28%","93.93%","100.00%","100.00%","100.00%","100.00%","89.83%","91.39%","96.64%","89.12%","92.40%","100.00%"
"9","Sant Andreu","63","Navas","40-45 dB","10.64%","24.69%","9.89%","0.00%","14.73%","29.67%","9.79%","0.31%","27.90%","24.59%","15.07%","33.86%","1.36%","1.23%","2.24%","1.91%","0.00%","0.00%","0.00%","0.00%","2.67%","1.51%","0.92%","0.00%","0.00%","0.00%"
"9","Sant Andreu","63","Navas","45-50 dB","18.41%","8.59%","5.70%","26.90%","23.63%","10.24%","5.73%","35.31%","19.67%","15.24%","7.18%","23.58%","2.02%","1.99%","0.48%","2.03%","0.00%","0.00%","0.00%","0.00%","0.78%","0.86%","1.32%","0.00%","0.00%","0.00%"
"9","Sant Andreu","63","Navas","50-55 dB","5.45%","4.32%","14.09%","7.56%","4.67%","5.35%","14.47%","5.90%","8.37%","7.04%","4.43%","10.19%","1.68%","1.30%","0.00%","1.84%","0.00%","0.00%","0.00%","0.00%","6.72%","6.24%","1.12%","3.28%","0.00%","0.00%"
"9","Sant Andreu","63","Navas","55-60 dB","13.26%","15.95%","17.01%","9.21%","11.12%","14.37%","16.71%","8.33%","5.15%","4.56%","3.90%","6.06%","0.17%","0.09%","0.00%","0.29%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.05%","2.05%","0.00%"
"9","Sant Andreu","63","Navas","60-65 dB","23.26%","22.51%","18.89%","21.36%","17.14%","16.59%","18.77%","15.52%","3.98%","3.82%","4.59%","4.19%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.55%","5.55%","0.00%"
"9","Sant Andreu","63","Navas","65-70 dB","17.74%","19.32%","4.31%","16.51%","17.54%","19.15%","4.31%","16.21%","3.65%","4.37%","2.63%","3.85%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","63","Navas","70-75 dB","11.19%","4.58%","0.00%","18.20%","11.13%","4.58%","0.00%","18.17%","5.23%","3.04%","0.00%","6.09%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","63","Navas","75-80 dB","0.00%","0.00%","0.00%","0.21%","0.00%","0.00%","0.00%","0.21%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"9","Sant Andreu","63","Navas",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"10","Sant Martí","64","el Camp de l'Arpa del Clot","<40 dB","0.15%","0.84%","28.90%","0.15%","0.15%","0.89%","28.90%","0.15%","44.90%","54.02%","72.69%","35.67%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","92.05%","93.24%","100.00%","99.69%","100.00%","100.00%"
"10","Sant Martí","64","el Camp de l'Arpa del Clot","40-45 dB","14.33%","26.36%","13.33%","5.95%","14.55%","26.62%","13.33%","6.10%","18.74%","17.33%","6.46%","24.64%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","4.98%","4.27%","0.00%","0.00%","0.00%","0.00%"
