Nom_Barri,Any,Trimestre,Eur,Eur_m2,Accidents
"Vallvidrera, el Tibidabo i les Planes",2018,1,895.7,11.21,7
Sarrià,2018,1,1249.23,16.04,49
les Tres Torres,2018,1,1613.41,16.61,42
Sant Gervasi - la Bonanova,2018,1,1247.7,16.24,91
Sant Gervasi - Galvany,2018,1,1310.42,14.43,107
el Putxet i el Farró,2018,1,946.65,14.1,37
Vallcarca i els Penitents,2018,1,886.27,13.25,37
el Coll,2018,1,741.23,12.28,2
la Salut,2018,1,815.62,12.05,24
la Vila de Gràcia,2018,1,899.65,14.38,47
el Camp d'en Grassot i Gràcia Nova,2018,1,884.55,13.37,23
el Baix Guinardó,2018,1,832.63,12.63,23
Can Baró,2018,1,721.46,11.7,2
el Guinardó,2018,1,736.8,11.68,33
la Font d'en Fargues,2018,1,824.12,11.47,11
el Carmel,2018,1,634.75,11.22,29
la Teixonera,2018,1,690.81,11.53,7
Sant Genís dels Agudells,2018,1,648.1,9.79,13
Montbau,2018,1,717.78,10.46,18
la Vall d'Hebron,2018,1,874.2,12.08,18
Horta,2018,1,748.19,11.6,34
Vilapicina i la Torre Llobeta,2018,1,720.9,11.29,22
Porta,2018,1,675.08,11.11,20
el Turó de la Peira,2018,1,665.36,11.44,10
la Guineueta,2018,1,685.05,9.56,11
Canyelles,2018,1,714.68,9.02,13
les Roquetes,2018,1,605.41,11.22,17
Verdun,2018,1,624.71,11.37,14
la Prosperitat,2018,1,634.3,11.39,30
la Trinitat Nova,2018,1,592.73,11.65,18
Ciutat Meridiana,2018,1,507.16,8.98,1
la Trinitat Vella,2018,1,589.02,10.28,23
el Bon Pastor,2018,1,658.63,10.45,28
Sant Andreu,2018,1,744.82,11.7,55
la Sagrera,2018,1,734.45,11.28,16
el Congrés i els Indians,2018,1,754.09,11.68,14
Navas,2018,1,790.2,12.12,17
el Camp de l'Arpa del Clot,2018,1,785.88,12.5,55
el Clot,2018,1,774.32,12.2,41
el Parc i la Llacuna del Poblenou,2018,1,916.31,13.26,47
la Vila Olímpica del Poblenou,2018,1,1272.26,17.28,31
el Poblenou,2018,1,913.29,14.13,41
Diagonal Mar i el Front Marítim del Poblenou,2018,1,1164.84,15.73,27
el Besòs i el Maresme,2018,1,682.32,10.53,10
Provençals del Poblenou,2018,1,957.02,13.2,30
Sant Martí de Provençals,2018,1,751.48,10.71,23
la Verneda i la Pau,2018,1,715.37,10.39,13
el Raval,2018,2,820.88,14.14,37
el Barri Gòtic,2018,2,1024.29,14.15,46
la Barceloneta,2018,2,923.45,16.31,40
"Sant Pere, Santa Caterina i la Ribera",2018,2,991.39,15.09,39
el Fort Pienc,2018,2,942.96,12.92,90
la Sagrada Família,2018,2,893.43,13.4,119
la Dreta de l'Eixample,2018,2,1263.08,13.71,323
l'Antiga Esquerra de l'Eixample,2018,2,1078.13,14.01,152
la Nova Esquerra de l'Eixample,2018,2,975.53,13.83,101
Sant Antoni,2018,2,907.42,13.1,62
el Poble Sec,2018,2,788.23,13.41,67
la Marina de Port,2018,2,719.33,10.23,20
la Font de la Guatlla,2018,2,834.68,12.59,13
Hostafrancs,2018,2,801.37,13.42,36
la Bordeta,2018,2,757.26,11.4,31
Sants - Badal,2018,2,755.29,12.86,18
Sants,2018,2,811.74,12.82,48
les Corts,2018,2,1038.73,14.65,71
la Maternitat i Sant Ramon,2018,2,959.26,13.35,62
Pedralbes,2018,2,1563.31,17.66,53
"Vallvidrera, el Tibidabo i les Planes",2018,2,860.13,11.57,9
Sarrià,2018,2,1332.33,17.02,54
les Tres Torres,2018,2,1467.07,16.42,33
Sant Gervasi - la Bonanova,2018,2,1288.82,15.83,68
Sant Gervasi - Galvany,2018,2,1328.14,14.65,128
el Putxet i el Farró,2018,2,972.89,14.38,37
Vallcarca i els Penitents,2018,2,939.03,13.04,38
el Coll,2018,2,716.25,11.78,6
la Salut,2018,2,883.52,12.71,15
la Vila de Gràcia,2018,2,913.34,14.51,33
el Camp d'en Grassot i Gràcia Nova,2018,2,885.4,13.87,32
el Baix Guinardó,2018,2,817.38,12.65,24
Can Baró,2018,2,737.38,11.92,6
el Guinardó,2018,2,758.61,11.89,25
la Font d'en Fargues,2018,2,756.72,11.44,11
el Carmel,2018,2,637.17,11.08,23
la Teixonera,2018,2,682.44,11.94,11
Sant Genís dels Agudells,2018,2,646.83,9.85,18
Montbau,2018,2,716.18,10.44,9
la Vall d'Hebron,2018,2,864.72,12.28,20
Horta,2018,2,742.51,11.55,48
Vilapicina i la Torre Llobeta,2018,2,726.89,11.12,24
Porta,2018,2,713.94,11.49,16
el Turó de la Peira,2018,2,668.16,11.01,5
la Guineueta,2018,2,724.25,9.94,14
Canyelles,2018,2,661.88,9.67,9
les Roquetes,2018,2,575.71,10.98,9
Verdun,2018,2,628.8,11.57,5
la Prosperitat,2018,2,657.43,11.39,32
la Trinitat Nova,2018,2,574.15,12.11,21
Ciutat Meridiana,2018,2,491.84,8.39,7
la Trinitat Vella,2018,2,598.29,10.24,28
el Bon Pastor,2018,2,687.55,11.42,36
Sant Andreu,2018,2,752.66,11.64,60
la Sagrera,2018,2,798.39,12.08,18
el Congrés i els Indians,2018,2,751.16,11.49,16
Navas,2018,2,797.8,11.88,22
el Camp de l'Arpa del Clot,2018,2,806.97,13.06,40
el Clot,2018,2,815.82,12.72,34
el Parc i la Llacuna del Poblenou,2018,2,1198.77,14.72,32
la Vila Olímpica del Poblenou,2018,2,1288.91,17.11,34
el Poblenou,2018,2,960.99,14.27,44
Diagonal Mar i el Front Marítim del Poblenou,2018,2,1371.14,18.15,34
el Besòs i el Maresme,2018,2,649.17,10.66,11
Provençals del Poblenou,2018,2,913.66,13.28,59
Sant Martí de Provençals,2018,2,797.54,11.86,14
la Verneda i la Pau,2018,2,719.55,10.96,14
el Raval,2018,3,849.32,14.12,46
el Barri Gòtic,2018,3,1012.49,13.54,44
la Barceloneta,2018,3,889.24,16.85,46
"Sant Pere, Santa Caterina i la Ribera",2018,3,970.97,15.12,45
el Fort Pienc,2018,3,968.85,13.41,56
la Sagrada Família,2018,3,934.89,13.97,101
la Dreta de l'Eixample,2018,3,1216.7,14.48,297
l'Antiga Esquerra de l'Eixample,2018,3,1136.21,14.32,113
la Nova Esquerra de l'Eixample,2018,3,1003.89,14.16,109
Sant Antoni,2018,3,970.26,13.36,59
el Poble Sec,2018,3,822.04,14.16,52
la Marina de Port,2018,3,755.18,10.59,22
la Font de la Guatlla,2018,3,871.41,12.31,7
Hostafrancs,2018,3,814.55,13.58,36
la Bordeta,2018,3,830.32,12.42,30
Sants - Badal,2018,3,786.8,13.43,17
Sants,2018,3,856.57,13.44,44
les Corts,2018,3,1077.99,15.02,75
la Maternitat i Sant Ramon,2018,3,1013.28,13.67,61
Pedralbes,2018,3,1849.52,14.8,24
"Vallvidrera, el Tibidabo i les Planes",2018,3,1102.29,11.24,6
Sarrià,2018,3,1443.71,17.86,20
les Tres Torres,2018,3,1746.01,16.26,36
Sant Gervasi - la Bonanova,2018,3,1322.61,16.06,54
Sant Gervasi - Galvany,2018,3,1374.32,14.76,99
el Putxet i el Farró,2018,3,1021.27,15.15,34
Vallcarca i els Penitents,2018,3,905.82,13.73,23
el Coll,2018,3,756.36,12.75,3
la Salut,2018,3,870.31,13.17,17
la Vila de Gràcia,2018,3,923.39,14.72,38
el Camp d'en Grassot i Gràcia Nova,2018,3,924.81,14.02,25
el Baix Guinardó,2018,3,839.47,12.72,23
Can Baró,2018,3,766.82,12.84,1
el Guinardó,2018,3,797.84,12.33,23
la Font d'en Fargues,2018,3,876.58,12.94,7
el Carmel,2018,3,654.77,11.48,16
la Teixonera,2018,3,705.6,12.66,8
Sant Genís dels Agudells,2018,3,660.93,9.53,9
Montbau,2018,3,763.82,11.5,21
la Vall d'Hebron,2018,3,822.31,12.24,23
Horta,2018,3,754.53,12.39,37
Vilapicina i la Torre Llobeta,2018,3,742.82,11.81,21
Porta,2018,3,712.12,11.24,25
el Turó de la Peira,2018,3,682.67,11.37,6
la Guineueta,2018,3,732.86,10.68,11
Canyelles,2018,3,715.45,9.11,8
les Roquetes,2018,3,638.14,11.85,8
Verdun,2018,3,618.91,11.74,8
la Prosperitat,2018,3,667.72,11.84,15
la Trinitat Nova,2018,3,584.73,12.43,21
Ciutat Meridiana,2018,3,514.34,8.81,3
la Trinitat Vella,2018,3,597.93,10.14,24
el Bon Pastor,2018,3,693.69,10.81,37
Sant Andreu,2018,3,777.06,12.05,40
la Sagrera,2018,3,783.09,11.95,17
el Congrés i els Indians,2018,3,787.78,12.33,7
Navas,2018,3,823.74,11.99,21
el Camp de l'Arpa del Clot,2018,3,827.45,12.92,29
el Clot,2018,3,815.1,12.85,32
el Parc i la Llacuna del Poblenou,2018,3,897.67,13.78,41
la Vila Olímpica del Poblenou,2018,3,1284.3,16.39,39
el Poblenou,2018,3,1006.81,14.68,40
Diagonal Mar i el Front Marítim del Poblenou,2018,3,818.55,12.99,40
el Besòs i el Maresme,2018,3,699.06,11.11,23
Provençals del Poblenou,2018,3,928.02,13.88,44
Sant Martí de Provençals,2018,3,803.49,11.75,17
la Verneda i la Pau,2018,3,767.1,11.42,16
el Raval,2018,4,827.27,14.07,30
el Barri Gòtic,2018,4,1057.26,14.1,45
la Barceloneta,2018,4,913.2,17.41,26
"Sant Pere, Santa Caterina i la Ribera",2018,4,1000.52,15.2,26
el Fort Pienc,2018,4,983.1,13.61,91
la Sagrada Família,2018,4,930.02,14.05,99
la Dreta de l'Eixample,2018,4,1340.38,14.44,315
l'Antiga Esquerra de l'Eixample,2018,4,1164.32,14.37,141
la Nova Esquerra de l'Eixample,2018,4,1017.56,14.12,125
Sant Antoni,2018,4,960.3,13.49,65
el Poble Sec,2018,4,813.74,14.02,60
la Marina de Port,2018,4,778.52,11.1,21
la Font de la Guatlla,2018,4,810.24,12.13,14
Hostafrancs,2018,4,811.0,13.89,31
la Bordeta,2018,4,825.36,12.32,24
Sants - Badal,2018,4,831.19,13.31,15
Sants,2018,4,834.64,13.4,43
les Corts,2018,4,1031.46,15.05,85
la Maternitat i Sant Ramon,2018,4,960.03,13.53,70
Pedralbes,2018,4,1615.31,15.37,47
"Vallvidrera, el Tibidabo i les Planes",2018,4,898.33,14.25,5
Sarrià,2018,4,1422.8,17.81,58
les Tres Torres,2018,4,1567.91,16.43,38
Sant Gervasi - la Bonanova,2018,4,1283.24,16.27,71
